Date,High,Low,Mid,Last,Bid,Ask,Volume
2017-09-27,4220.0,3860.7,4196.25,4196.1,4196.2,4196.3,47356.499447
2017-09-28,4269.0,4120.0,4180.05,4180.1,4180.0,4180.1,37736.70530609
2017-09-29,4245.0,4024.4,4162.65,4162.6,4162.6,4162.7,38770.32430176
2017-09-30,4397.0,4140.0,4363.6,4364.5,4363.5,4363.7,31863.15127192
2017-10-01,4424.0,4248.6,4406.7,4407.0,4406.4,4407.0,27208.64651715
2017-10-02,4482.0,4359.0,4374.1,4374.1,4373.3,4374.9,29947.91702206
2017-10-03,4439.9,4210.1,4308.7,4310.0,4307.3,4310.1,28192.47179134
2017-10-04,4359.2,4174.3,4222.05,4222.1,4222.0,4222.1,26924.77063013
2017-10-05,4364.7,4133.0,4359.85,4359.7,4359.8,4359.9,24144.66919146
2017-10-06,4425.8,4282.2,4351.95,4352.0,4351.9,4352.0,26874.43064659
2017-10-07,4505.0,4309.0,4465.25,4465.9,4465.1,4465.4,15906.35534797
2017-10-08,4627.9,4416.3,4627.1,4627.1,4627.0,4627.2,30946.71420304
2017-10-09,4879.8,4551.0,4752.25,4752.2,4752.2,4752.3,48581.82621057
2017-10-10,4940.0,4750.0,4790.85,4790.9,4790.8,4790.9,40842.55403966
2017-10-11,4881.4,4715.0,4815.1,4815.0,4815.0,4815.2,31848.43264263
2017-10-12,5419.8,4810.4,5327.15,5312.6,5326.3,5328.0,76109.49989273
2017-10-13,5920.0,5312.6,5644.5,5644.1,5643.1,5645.9,101794.58227971
2017-10-14,5784.8,5564.3,5749.95,5749.9,5749.9,5750.0,34331.79082367
2017-10-15,5877.0,5450.0,5715.95,5718.2,5715.9,5716.0,56987.01129461
2017-10-16,5771.0,5570.0,5714.95,5715.0,5714.9,5715.0,32246.5687906
2017-10-17,5810.0,5511.0,5554.95,5555.0,5554.9,5555.0,34328.91570938
2017-10-18,5613.0,5114.0,5582.8,5582.9,5582.5,5583.1,68519.95533648
2017-10-19,5744.0,5505.5,5709.35,5709.3,5709.3,5709.4,38897.36962961
2017-10-20,6088.4,5603.3,6004.1,6004.9,6003.3,6004.9,60815.13599989
2017-10-21,6199.9,5862.8,6075.25,6075.2,6075.2,6075.3,52947.31421985
2017-10-22,6075.3,5705.0,5912.7,5910.0,5910.0,5915.4,49787.05345053
2017-10-23,6055.0,5621.0,5880.15,5889.1,5880.1,5880.2,66996.60056196
2017-10-24,5933.0,5457.4,5492.5,5491.0,5491.0,5494.0,65545.43406473
2017-10-25,5697.1,5365.3,5664.95,5665.0,5664.9,5665.0,43115.38721573
2017-10-26,5966.6,5626.4,5876.15,5876.2,5876.1,5876.2,44746.79046894
2017-10-27,6020.0,5681.0,5771.75,5771.8,5771.7,5771.8,40163.54168626
2017-10-28,5864.0,5632.0,5738.7,5740.0,5737.8,5739.6,26543.28714626
2017-10-29,6345.0,5660.0,6184.55,6184.6,6184.5,6184.6,60176.60290139
2017-10-30,6239.0,6006.2,6094.5,6094.0,6094.1,6094.9,34779.08191867
2017-10-31,6450.0,6082.5,6386.6,6387.4,6386.1,6387.1,37270.00122007
2017-11-01,6676.0,6344.5,6659.05,6659.1,6659.0,6659.1,56301.83595919
2017-11-02,7350.0,6625.6,6989.65,6987.7,6989.6,6989.7,98593.85676309
2017-11-03,7448.0,6820.0,7247.25,7247.2,7247.2,7247.3,63495.49522234
2017-11-04,7530.0,6930.1,7379.35,7379.4,7379.3,7379.4,48163.07988312
2017-11-05,7598.0,7272.0,7329.35,7321.8,7327.7,7331.0,44704.41799562
2017-11-07,7440.0,6911.0,6955.7,6956.5,6954.9,6956.5,63254.49195175
2017-11-08,7220.0,6948.0,7102.05,7102.0,7102.0,7102.1,37539.62434544
2017-11-09,7899.9,6977.4,7447.9,7447.0,7446.2,7449.6,97308.03649204
2017-11-10,7450.0,7000.0,7126.45,7126.4,7126.4,7126.5,50138.92451161
2017-11-11,7324.0,6405.0,6544.3,6541.2,6541.2,6547.4,88416.47311226
2017-11-12,6789.0,6163.2,6301.05,6302.7,6299.2,6302.9,72841.28594997
2017-11-13,6469.6,5400.2,5819.35,5810.7,5819.3,5819.4,172712.47105986
2017-11-14,6682.0,5780.0,6477.55,6476.5,6475.5,6479.6,110413.13964891
2017-11-15,6689.5,6301.0,6589.95,6590.0,6589.9,6590.0,49485.36584188
2017-11-16,7319.0,6589.9,7269.1,7265.84095228,7265.9,7272.3,71614.83497865
2017-11-17,8020.0,7091.0,7866.3,7864.2,7865.4,7867.2,85876.3870985
2017-11-18,8040.0,7505.0,7674.95,7675.9,7674.1,7675.8,75935.97736376
2017-11-19,7867.8,7412.0,7773.25,7773.3,7773.2,7773.3,40707.793115
2017-11-20,8130.0,7650.0,8051.45,8050.7,8050.5,8052.4,39114.74949368
2017-11-21,8315.0,7925.0,8249.35,8248.8,8248.8,8249.9,38281.50492472
2017-11-22,8380.0,7755.6,8080.85,8079.3,8079.1,8082.6,71851.27391088
2017-11-23,8310.0,8055.0,8230.05,8230.0,8230.0,8230.1,28858.50315562
2017-11-24,8268.0,7970.0,7981.55,7985.4,7977.7,7985.4,32136.41713308
2017-11-25,8352.1,7871.0,8191.3,8191.6,8190.9,8191.7,42835.2741244
2017-11-27,9495.0,8746.9,9302.1,9303.0,9301.7,9302.5,67604.58822094
2017-11-28,9771.0,9231.0,9725.65,9725.9,9725.6,9725.7,66628.42582095
2017-11-29,9999.0,9580.8,9892.35,9894.9,9889.8,9894.9,47105.82029656
2017-11-30,11441.0,9000.0,9775.3,9772.0,9772.0,9778.6,182875.17182785
2017-12-01,10542.0,8801.0,9907.05,9907.1,9907.0,9907.1,129048.93796608
2017-12-02,10950.0,9370.1,10860.5,10860.0,10860.0,10861.0,84145.0072902
2017-12-03,11190.0,10621.0,10876.5,10876.0,10876.0,10877.0,49703.48541283
2017-12-04,11874.0,10161.0,11161.5,11161.0,11161.0,11162.0,93064.05355213
2017-12-05,11600.0,10718.0,11598.5,11599.0,11598.0,11599.0,63775.26847832
2017-12-06,11961.0,11405.0,11591.5,11590.0,11591.0,11592.0,48911.13860676
2017-12-07,13599.0,11590.0,13508.0,13503.0,13507.0,13509.0,83642.06608325
2017-12-08,16649.0,13139.0,16610.0,16607.0,16608.0,16612.0,141225.69292383
2017-12-09,17171.0,13722.0,15833.0,15816.78052363,15822.0,15844.0,124036.20958585
2017-12-10,16300.0,13010.0,14660.5,14660.0,14660.0,14661.0,77819.74691353
2017-12-11,15741.0,12730.63686141,14932.0,14937.0,14926.0,14938.0,107145.64604527
2017-12-12,17450.0,14900.0,16753.5,16754.0,16753.0,16754.0,78088.98466309
2017-12-14,17293.0,15632.0,16172.0,16172.0,16171.0,16173.0,62873.97860452
2017-12-15,16999.0,15851.0,16384.5,16384.0,16384.0,16385.0,45732.47575974
2017-12-16,18111.0,16349.0,17569.5,17569.54956141,17569.0,17570.0,63132.27812634
2017-12-17,19550.0,17050.0,19209.0,19210.0,19208.0,19210.0,48267.89255642
2017-12-18,19891.0,18622.0,18965.5,18959.0,18961.0,18970.0,51806.64329106
2017-12-19,19175.0,18010.0,18924.5,18925.0,18924.0,18925.0,53565.33630511
2017-12-20,18987.0,16400.0,17344.5,17340.0,17344.0,17345.0,66677.17953251
2017-12-21,17709.0,15500.0,16424.5,16425.0,16423.0,16426.0,82128.7032053
2017-12-22,17333.0,14801.0,15650.5,15650.0,15650.0,15651.0,65588.57683188
2017-12-23,15842.42999525,10700.0,13173.5,13174.0,13173.0,13174.0,178636.19305196
2017-12-24,14999.0,12521.0,14035.5,14036.0,14035.0,14036.0,59927.0510086
2017-12-25,14047.0,11600.0,13511.0,13517.0,13505.0,13517.0,72381.70087599
2017-12-26,14278.0,12675.0,13633.5,13634.0,13633.0,13634.0,45606.38794312
2017-12-27,16060.0,13531.0,15679.5,15680.0,15679.0,15680.0,63432.203083
2017-12-28,16494.0,14454.0,15374.5,15375.0,15374.0,15375.0,54988.91093683
2017-12-29,15468.0,13145.0,14323.5,14323.0,14323.0,14324.0,72902.79657665
2017-12-30,15131.0,13826.0,14308.5,14308.0,14308.0,14309.0,47997.44310277
2017-12-31,14417.0,11651.0,12380.5,12385.0,12380.0,12381.0,75442.70968495
2018-01-01,14210.0,12166.0,13763.5,13769.0,13757.0,13770.0,43269.64131589
2018-01-02,13893.0,12777.0,13371.0,13375.0,13366.0,13376.0,29564.8869838
2018-01-03,15500.0,12795.0,14715.0,14723.09574779,14712.0,14718.0,56195.09868518
2018-01-04,15428.83091885,14500.0,15150.5,15134.0,15150.0,15151.0,38358.56106729
2018-01-05,15422.15785315,14060.0,15169.0,15175.0,15163.0,15175.0,46460.13160054
2018-01-06,17105.0,14725.0,16898.0,16900.0,16896.0,16900.0,54639.53537249
2018-01-07,17252.0,16251.0,17175.5,17175.0,17175.0,17176.0,29599.44867315
2018-01-08,17176.0,15712.0,16180.5,16180.0,16180.0,16181.0,30864.69206898
2018-01-09,16329.0,13755.0,14919.5,14920.0,14919.0,14920.0,64931.44904583
2018-01-10,15355.0,14122.0,14463.0,14462.0,14457.0,14469.0,43493.5928261
2018-01-11,14905.0,13300.0,14899.5,14900.0,14899.0,14900.0,57320.56713192
2018-01-12,14999.0,12639.0,13257.0,13254.0,13253.0,13261.0,71651.54387017
2018-01-13,14100.0,12751.0,13801.0,13800.0,13800.0,13802.0,37434.61421912
2018-01-14,14580.0,13750.0,14192.0,14197.0,14191.0,14193.0,28991.09665873
2018-01-15,14393.0,12874.34212454,13548.5,13549.0,13548.0,13549.0,35606.43431388
2018-01-16,14356.0,13300.0,13590.0,13597.0,13584.0,13596.0,33521.50472543
2018-01-17,13617.0,9940.0,11068.0,11069.47183332,11067.0,11069.0,131824.78405254
2018-01-18,11497.0,9231.1,11121.0,11122.0,11120.0,11122.0,132258.16165097
2018-01-19,11904.0,10515.0,11008.5,10998.73484849,11003.0,11014.0,85181.48480945
2018-01-20,11900.0,10647.0,11473.5,11470.0,11472.0,11475.0,48552.90682775
2018-01-21,13017.0,11407.0,12731.5,12731.0,12731.0,12732.0,46301.04501255
2018-01-22,12732.0,11015.0,11519.5,11522.0,11519.0,11520.0,53628.32306153
2018-01-23,11900.0,10009.0,10788.5,10789.0,10788.0,10789.0,66349.39524165
2018-01-24,11427.0,9900.0,10826.5,10826.0,10826.0,10827.0,63856.85973145
2018-01-25,11734.0,10845.0,11187.5,11187.0,11187.0,11188.0,34904.36769624
2018-01-26,11700.0,10276.0,11130.5,11131.0,11130.0,11131.0,56653.17026254
2018-01-27,11689.0,10800.0,11375.0,11380.0,11370.0,11380.0,34402.67408071
2018-01-28,12190.0,11376.0,11849.5,11849.0,11849.0,11850.0,29746.3621441
2018-01-29,11975.0,11070.0,11223.5,11223.0,11223.0,11224.0,25482.56243821
2018-01-30,11252.0,9860.4,10076.5,10077.0,10076.0,10077.0,61000.07112633
2018-01-31,10414.0,9760.0,10191.5,10192.0,10191.0,10192.0,43449.54345209
2018-02-01,10336.0,8941.0,9273.5,9273.0,9273.0,9274.0,78876.96275576
2018-02-02,9274.0,7960.0,8850.85,8850.6,8850.7,8851.0,123331.97630451
2018-02-03,9499.0,8180.0,9154.75,9160.0,9153.5,9156.0,51843.051908
2018-02-04,9410.0,7809.0,8248.6,8249.0,8248.2,8249.0,74255.84162962
2018-02-05,8380.0,6651.0,6886.1,6884.0,6885.8,6886.4,130669.11242583
2018-02-06,7880.0,6000.0,7732.25,7732.2,7732.2,7732.3,193091.84246747
2018-02-07,8488.9,7175.1,7666.75,7670.0,7666.5,7667.0,105762.99198551
2018-02-08,8648.9,7535.0,8242.1,8240.2,8239.9,8244.3,78925.00707809
2018-02-09,8750.0,7724.9,8699.95,8700.0,8699.9,8700.0,63095.10583942
2018-02-10,9074.9,8151.3,8569.45,8569.1,8569.0,8569.9,68230.55742821
2018-02-11,8572.0,7851.0,8069.95,8069.0,8069.0,8070.9,51740.3514205
2018-02-12,9000.0,8000.0,8887.4,8885.3,8885.3,8889.5,51267.10477708
2018-02-13,8952.9,8313.52192073,8536.35,8536.2,8536.2,8536.5,40203.21618627
2018-02-14,9489.0,8500.0,9471.45,9469.0,9470.0,9472.9,50278.68721713
2018-02-15,10176.0,9338.0,10129.5,10130.0,10129.0,10130.0,67120.74481735
2018-02-16,10271.0,9670.0,10167.5,10175.0,10167.0,10168.0,44322.95513173
2018-02-17,11084.0,10049.0,11016.5,11015.0,11016.0,11017.0,52530.11292524
2018-02-18,11250.0,10122.0,10462.0,10460.0,10461.0,10463.0,69489.37827699
2018-02-19,11250.0,10308.0,11161.5,11162.0,11161.0,11162.0,51300.04869693
2018-02-20,11788.0,11100.0,11173.5,11166.0,11173.0,11174.0,60400.50826395
2018-02-21,11239.0,10200.0,10474.5,10474.0,10474.0,10475.0,77520.22761219
2018-02-22,10915.0,9740.0,9848.0,9839.2,9839.0,9857.0,71061.88680246
2018-02-23,10395.0,9583.1,10207.5,10207.0,10207.0,10208.0,59014.13774699
2018-02-24,10500.0,9350.3,9680.3,9680.2,9680.0,9680.6,55742.34356735
2018-02-25,9840.0,9280.4,9538.65,9534.5,9536.3,9541.0,30710.70660421
2018-02-26,10439.0,9359.9,10300.5,10300.0,10300.0,10301.0,45945.39405132
2018-02-27,10888.0,10125.0,10668.5,10668.0,10668.0,10669.0,39458.89607695
2018-02-28,11065.0,10261.0,10294.5,10294.0,10294.0,10295.0,44130.33575329
2018-03-01,11095.0,10210.0,10937.0,10940.0,10934.0,10940.0,33718.85156456
2018-03-02,11189.0,10762.0,11021.5,11022.0,11021.0,11022.0,29056.3286366
2018-03-03,11530.0,11013.0,11463.5,11463.0,11463.0,11464.0,30574.9237654
2018-03-04,11549.0,11050.0,11534.5,11534.0,11534.0,11535.0,27917.26144642
2018-03-05,11700.0,11400.0,11544.0,11545.0,11543.0,11545.0,26849.34705332
2018-03-06,11553.0,10567.0,10684.0,10683.0,10683.0,10685.0,45055.53059811
2018-03-07,10899.0,9400.0,9882.05,9880.0,9880.0,9884.1,75295.14845213
2018-03-08,10112.0,9025.0,9352.55,9352.57027825,9352.5,9352.6,67030.16971608
2018-03-09,9428.0,8342.0,9302.7,9303.0,9302.4,9303.0,98498.92107825
2018-03-10,9506.4,8670.9,8807.75,8807.7,8807.7,8807.8,52902.00882003
2018-03-11,9729.0,8428.0,9483.6,9485.2,9482.1,9485.1,70288.12382226
2018-03-12,9900.0,8770.0,9098.45,9098.4,9098.4,9098.5,67217.54403232
2018-03-13,9482.4,8822.0,9150.55,9150.6,9150.5,9150.6,62993.71255758
2018-03-14,9439.6,7916.0,8175.05,8175.1,8175.0,8175.1,77582.56591849
2018-03-15,8418.0,7665.1,8268.95,8267.7,8268.9,8269.0,83733.54256705
2018-03-16,8604.5,7902.0,8484.65,8494.3,8481.0,8488.3,54272.13600287
2018-03-17,8515.9,7728.1,7993.05,7993.0,7993.0,7993.1,50244.9708019
2018-03-18,8300.0,7240.0,8148.95,8147.0,8148.8,8149.1,87116.3466869
2018-03-19,8717.0,8085.7,8499.95,8505.0,8499.9,8500.0,74322.99487303
2018-03-20,9040.0,8305.1,8931.95,8932.0,8931.9,8932.0,55419.10624432
2018-03-21,9177.5,8752.0,8870.05,8870.0,8870.0,8870.1,42946.49448784
2018-03-22,9095.92211691,8450.0,8690.55,8690.9,8690.2,8690.9,54383.11783487
2018-03-23,8771.9946496,8271.1,8659.35,8661.8,8658.7,8660.0,43242.14435007
2018-03-24,9050.3,8556.0,8641.75,8639.7,8639.7,8643.8,44564.98321808
2018-03-25,8674.4,8364.8,8480.35,8481.0,8479.9,8480.8,30078.99478774
2018-03-26,8516.9,7835.9,8185.85,8177.4,8183.8,8187.9,58065.75466818
2018-03-27,8277.8,7716.6,7926.25,7926.5,7925.8,7926.7,49132.91176062
2018-03-28,8120.2,7702.1,7959.65,7962.0,7959.3,7960.0,37966.9313953
2018-03-29,7973.0,6883.0,7219.95,7219.9,7219.9,7220.0,73997.02978855
2018-03-30,7269.0,6533.0,6774.55,6774.6,6774.5,6774.6,110807.40620856
2018-03-31,7222.0,6751.1,6944.15,6944.1,6944.1,6944.2,68543.5857405
2018-04-01,7035.1,6425.1,6806.05,6806.1,6806.0,6806.1,54592.34004551
2018-04-02,7132.0,6768.0,7025.65,7025.6,7025.6,7025.7,43988.74031925
2018-04-03,7509.7,7007.4,7394.15,7394.13280962,7394.1,7394.2,50882.4102669
2018-04-04,7450.0,6670.0,6740.95,6741.3,6740.6,6741.3,53111.29609937
2018-04-05,6938.0,6564.9,6779.95,6780.0,6779.9,6780.0,46048.05047064
2018-04-06,6864.0,6500.2,6593.95,6595.6,6591.4,6596.5,41534.68511903
2018-04-07,7080.0,6520.1,6942.9,6943.5,6942.6,6943.2,40931.50733471
2018-04-08,7127.0,6856.0,7041.15,7041.1,7041.1,7041.2,29414.6067333
2018-04-09,7189.0,6611.0,6698.35,6698.4,6698.3,6698.4,76309.54530389
2018-04-10,6897.4,6650.0,6785.25,6785.3,6785.2,6785.3,26054.47235719
2018-04-11,7017.4,6777.0,6921.65,6921.7,6921.6,6921.7,26859.89954764
2018-04-12,8087.0,6753.0,7823.95,7824.0,7823.9,7824.0,95364.08248685
2018-04-13,8240.0,7739.1,7862.6,7862.6,7862.5,7862.7,60032.74060034
2018-04-14,8185.0,7820.5,8063.05,8063.2,8063.0,8063.1,28584.51463107
2018-04-15,8458.8,7955.1,8332.95,8332.9,8332.9,8333.0,32363.15182153
2018-04-16,8415.5,7900.3,8009.75,8009.0,8009.7,8009.8,37413.06056512
2018-04-17,8185.0,7823.0,7889.85,7889.9,7889.8,7889.9,28014.31280389
2018-04-18,8237.2,7831.0,8158.95,8158.6,8158.9,8159.0,29288.79050624
2018-04-19,8297.4,8032.2,8270.25,8270.3,8270.2,8270.3,29454.97858081
2018-04-20,8909.2,8219.0,8898.9,8891.1,8896.8,8901.0,45990.85849972
2018-04-21,9069.0,8616.0,8803.15,8803.1,8803.1,8803.2,40076.10478181
2018-04-22,9048.2,8787.0,8832.85,8832.8,8832.8,8832.9,31064.83910078
2018-04-23,9011.0,8751.08522139,8929.45,8929.6,8929.4,8929.5,25759.99017009
2018-04-24,9599.0,8908.9,9555.6,9562.6,9554.8,9556.4,56285.84904263
2018-04-25,9767.4,8784.0,9022.95,9022.9,9022.9,9023.0,74398.95760473
2018-04-26,9178.0,8652.2,9167.95,9168.0,9167.9,9168.0,43370.64385104
2018-04-27,9381.1,8929.0,9059.95,9060.0,9059.9,9060.0,31678.95155726
2018-04-28,9500.0,8750.0,9333.35,9333.4,9333.3,9333.4,45431.34048907
2018-04-29,9565.1,9180.0,9412.8,9412.6,9412.6,9413.0,26595.99470595
2018-04-30,9450.0,9100.0,9178.2,9178.0,9178.1,9178.3,23226.30771625
2018-05-01,9254.3,8817.97469512,9059.95,9060.0,9059.9,9060.0,25728.75263019
2018-05-02,9268.72670262,8968.3,9244.05,9244.0,9244.0,9244.1,19388.66401136
2018-05-03,9779.0,9161.0,9671.0,9667.9,9669.6,9672.4,33693.54400367
2018-05-04,9875.0,9542.5,9745.15,9745.1,9745.1,9745.2,27549.10841024
2018-05-05,9990.0,9685.0,9854.25,9854.3,9854.2,9854.3,29354.08886794
2018-05-06,9964.0,9454.0,9644.05,9644.06157174,9644.0,9644.1,26880.56641617
2018-05-07,9677.9,9182.7,9289.65,9289.7,9289.6,9289.7,25627.40620842
2018-05-08,9471.0,9045.3,9233.05,9233.0,9233.0,9233.1,25092.20136267
2018-05-09,9375.8,8980.0,9330.55,9330.6,9330.5,9330.6,23192.48036851
2018-05-10,9393.9,9045.6,9101.25,9101.2,9101.2,9101.3,21649.11181821
2018-05-11,9104.4,8333.8,8421.95,8421.9,8421.9,8422.0,55927.50611413
2018-05-12,8631.7,8204.40576219,8467.05,8467.0,8467.0,8467.1,36616.70714182
2018-05-13,8760.0,8318.3,8719.65,8719.5,8719.5,8719.8,22745.34075938
2018-05-14,8884.5,8271.0,8678.15,8679.5,8675.3,8681.0,37194.60966843
2018-05-15,8855.7,8415.0,8430.95,8430.9,8430.9,8431.0,26191.12946782
2018-05-16,8498.4,8100.0,8290.25,8290.3,8290.2,8290.3,32261.63925643
2018-05-17,8482.2,7982.5,8077.95,8077.8,8077.9,8078.0,24936.18070162
2018-05-18,8277.2,7925.0,8209.55,8202.1,8209.5,8209.6,24019.25962206
2018-05-19,8468.0,8140.2,8206.65,8206.69551827,8206.6,8206.7,13967.75209955
2018-05-20,8597.9,8171.5,8495.95,8496.0,8495.9,8496.0,15679.57854698
2018-05-21,8644.0,8309.1,8370.35,8370.3,8370.3,8370.4,17177.10865472
2018-05-22,8421.0,7978.0,7984.65,7984.3,7984.3,7985.0,18651.01922437
2018-05-23,8027.65809,7402.7,7577.95,7577.9,7577.9,7578.0,41263.67834521
2018-05-24,7729.83193573,7260.0,7562.85,7562.9,7562.8,7562.9,39150.69059388
2018-05-25,7654.1,7318.2,7365.65,7366.8,7364.3,7367.0,26016.84829902
2018-05-26,7624.1,7300.0,7327.35,7327.4,7327.3,7327.4,13265.93220105
2018-05-27,7425.4,7211.1,7324.25,7323.9,7324.2,7324.3,16591.05256803
2018-05-28,7437.7,7062.3,7088.85,7090.9,7088.8,7088.9,25820.04345366
2018-05-29,7536.0,7040.0,7433.95,7434.0,7433.9,7434.0,27773.26699574
2018-05-30,7560.0,7270.5,7350.95,7350.9,7350.9,7351.0,21646.70431248
2018-05-31,7599.7,7338.0,7439.05,7439.1,7439.0,7439.1,19678.88869778
2018-06-01,7599.8,7329.18847938,7511.95,7512.0,7511.9,7512.0,19284.47827492
2018-06-02,7698.8,7441.5,7617.15,7617.2,7617.1,7617.2,17522.81305246
2018-06-03,7779.0,7600.0,7697.85,7697.8,7697.8,7697.9,13192.88613182
2018-06-04,7764.0,7451.1,7507.85,7509.8,7507.8,7507.9,17911.5777961
2018-06-05,7675.0,7372.0,7620.05,7620.0,7620.0,7620.1,17173.91192995
2018-06-06,7700.0,7491.7,7652.95,7652.4,7652.9,7653.0,18171.86155878
2018-06-07,7756.3,7624.7,7649.25,7649.2,7649.2,7649.3,11034.53379296
2018-06-08,7697.0,7543.6,7647.55,7647.57921827,7647.5,7647.6,12230.21150737
2018-06-09,7685.0,7570.46812397,7582.95,7583.0,7582.9,7583.0,5034.32093172
2018-06-10,7614.8,6618.9,6697.15,6697.1,6697.1,6697.2,57671.86333215
2018-06-11,6821.1,6629.7,6768.35,6768.4,6768.3,6768.4,21992.76041918
2018-06-12,6899.0,6436.1,6525.95,6527.4,6525.9,6526.0,31377.13136622
2018-06-13,6611.7,6107.87718467,6324.25,6324.3,6324.2,6324.3,47211.7313097
2018-06-14,6736.52103872,6269.5,6591.55,6591.6,6591.5,6591.6,31557.15476139
2018-06-15,6709.14278109,6403.0,6443.05,6443.0,6443.0,6443.1,19288.63064154
2018-06-16,6559.7,6300.2,6529.25,6529.3,6529.2,6529.3,16601.85304733
2018-06-17,6573.0,6425.1,6482.35,6482.1,6482.3,6482.4,8936.92881122
2018-06-18,6849.7,6370.76958739,6709.95,6710.0,6709.9,6710.0,26945.54419454
2018-06-19,6848.2,6655.0,6724.85,6725.9,6723.8,6725.9,17373.93304057
2018-06-20,6825.0,6560.0,6724.95,6725.0,6724.9,6725.0,18539.05857799
2018-06-21,6788.8,6679.3,6732.55,6732.6,6732.5,6732.6,10890.84203671
2018-06-22,6731.0,5910.8,6057.85,6057.9,6057.8,6057.9,54102.68861855
2018-06-23,6259.0,6011.8,6184.15,6184.1,6184.1,6184.2,21597.05928847
2018-06-24,6249.7,5755.0,6157.15,6157.1,6157.1,6157.2,45013.9857525
2018-06-25,6341.0,6068.5,6240.05,6240.0,6240.0,6240.1,28115.80256493
2018-06-26,6280.8,6100.5,6158.7,6159.7,6158.6,6158.8,16692.39139641
2018-06-27,6173.5,5984.9,6139.55,6139.5,6139.5,6139.6,19383.82648218
2018-06-28,6192.7,5886.0,5921.75,5921.78551816,5921.7,5921.8,16187.47160924
2018-06-29,6302.0,5780.0,6230.55,6230.5,6230.5,6230.6,34457.73301518
2018-06-30,6545.5,6192.1,6337.35,6337.7,6337.0,6337.7,24537.69831382
2018-07-01,6439.9,6260.0,6363.95,6363.9,6363.9,6364.0,11495.16862444
2018-07-02,6681.2,6275.0,6630.45,6630.5,6630.4,6630.5,27576.65326288
2018-07-03,6675.2,6486.1,6512.35,6512.4,6512.3,6512.4,15987.84502557
2018-07-04,6784.9,6414.1,6680.95,6681.0,6680.9,6681.0,21602.48135281
2018-07-05,6704.7,6423.4,6530.65,6530.7,6530.6,6530.7,23182.2668034
2018-07-06,6641.78437543,6451.9,6579.15,6579.2,6579.1,6579.2,15208.51957891
2018-07-07,6623.9,6511.0,6566.05,6566.0,6566.0,6566.1,9393.20580884
2018-07-08,6839.4,6578.6,6750.95,6750.9,6750.9,6751.0,18371.24002885
2018-07-09,6820.0,6663.0,6698.95,6698.9,6698.9,6699.0,15285.24267665
2018-07-10,6703.4,6324.8,6369.65,6369.68860077,6369.6,6369.7,27724.34348842
2018-07-11,6407.9,6260.1,6376.35,6376.34373608,6376.3,6376.4,18864.8747837
2018-07-12,6378.5,6125.0,6151.35,6151.3,6151.3,6151.4,21216.28737852
2018-07-13,6339.9,6079.9,6205.35,6205.3,6205.3,6205.4,23490.24661405
2018-07-14,6320.0,6179.2,6259.35,6259.3,6259.3,6259.4,9178.16903376
2018-07-15,6389.0,6230.3,6360.6,6360.5,6360.4,6360.8,10771.48040824
2018-07-16,6711.0,6327.1,6665.55,6665.6,6665.5,6665.6,29278.42586345
2018-07-17,7483.9,6666.0,7290.85,7288.30897953,7290.8,7290.9,48584.13914737
2018-07-18,7588.0,7246.5,7359.35,7359.4,7359.3,7359.4,39605.04752432
2018-07-19,7560.0,7281.4,7493.95,7494.0,7493.9,7494.0,21803.90370547
2018-07-20,7685.2,7273.1,7354.95,7354.9,7354.9,7355.0,33249.32979103
2018-07-21,7459.0,7221.0,7416.75,7416.8,7416.7,7416.8,11730.70095586
2018-07-22,7575.0,7329.1,7421.15,7421.1,7421.1,7421.2,16874.62448887
2018-07-23,7820.0,7372.0,7739.95,7740.0,7739.9,7740.0,47096.73618158
2018-07-24,8363.0,7688.0,8313.75,8313.8,8313.7,8313.8,60515.99976261
2018-07-25,8506.7,8073.0,8279.65,8279.0,8278.2,8281.1,40436.2795315
2018-07-26,8323.1,7927.0,7944.05,7944.6,7944.0,7944.1,30526.3702308
2018-07-27,8291.0,7815.08505617,8241.95,8242.0,8241.9,8242.0,35563.93662613
2018-07-28,8267.1,8055.0,8194.95,8195.0,8194.9,8195.0,15137.58902862
2018-07-29,8313.3,8123.0,8191.55,8191.5,8191.5,8191.6,9708.98591315
2018-07-30,8301.7283857,7861.2,8186.15,8186.1,8186.1,8186.2,37498.21795497
2018-07-31,8194.9,7664.8977045,7718.05,7718.0,7718.0,7718.1,40834.22180422
2018-08-01,7799.8,7440.2,7578.05,7574.1,7578.0,7578.1,33280.86553228
2018-08-02,7713.0,7450.0,7549.25,7549.29835933,7549.2,7549.3,18496.23595954
2018-08-03,7571.807617,7282.1,7436.95,7436.9,7436.9,7437.0,30435.93141974
2018-08-04,7492.2,6928.8,7003.15,7003.2,7003.1,7003.2,32130.58319956
2018-08-05,7090.0,6890.0,7029.55,7029.6,7029.5,7029.6,17610.56756134
2018-08-06,7153.6,6847.0,6866.05,6865.9,6866.0,6866.1,17245.14895434
2018-08-07,7150.0,6677.0,6749.55,6749.5,6749.5,6749.6,32235.40965528
2018-08-08,6750.5,6128.2,6279.4,6277.2,6278.6,6280.2,53474.16340393
2018-08-09,6623.8,6183.0,6599.95,6600.0,6599.9,6600.0,33464.87765655
2018-08-10,6595.0,6010.0,6106.65,6106.6928528,6106.6,6106.7,41817.17879583
